Location,Year,Municipality Population-- do not change or edit - click to see definition,Direct Circ,Total Appropriated Municipal Income--Operating,1 Total number of adult programs,2 Total attendance at all adult programs,3 Total number of Young Adult programs,4 Total attendance at YA programs,5 Total number of children's programs,6 Total Attendance at all Children's Programs,7 Total Number of Programs,8 Total Attendance at All Programs,ILL Received,ILL Provided,Visitors,1 Number of public use Internet computers available in the library (including children's area) and its branches and bookmobiles,Number of Users of Public Internet Computers Per Year - IMLS
Buckland - Buckland Public Library,2013,"1,902","13,294","$29,389 ",3,151,0,0,10,258,13,409,"2,325","1,646",,4,"1,404"
Oakham - Fobes Memorial Library,2013,"1,902","5,777","$52,682 ",21,250,2,35,65,697,88,982,169,282,"5,200",4,"1,144"
Conway - Field Memorial Library,2013,"1,897","6,560","$1,844 ",3,151,,,8,113,11,264,390,,"3,352",1,312
Shelburne - Shelburne Free Public Library,2013,"1,893","11,865","$27,979 ",0,0,0,0,0,0,0,0,"1,606","1,897",,1,520
Shelburne - Arms Library,2013,"1,893","23,273","$26,194 ",17,501,0,0,27,287,44,788,"4,424","1,940",,3,"1,560"
Leverett - Leverett Library,2013,"1,851","32,496","$84,849 ",21,633,0,,57,319,78,952,"6,194","5,029","18,083",6,"2,600"
Wales - Wales Public Library,2013,"1,838","6,601","$47,680 ",0,0,0,0,52,182,52,182,991,"1,738","3,475",3,468
Erving - Erving Public Library,2013,"1,800","11,550","$46,370 ",16,175,7,55,28,453,51,683,"2,285","2,897","5,075",3,"1,040"
Russell - Russell Public Library,2013,"1,775","3,187","$37,240 ",2,20,,,11,126,13,146,38,,,3,
Shutesbury - M. N. Spear Memorial Library,2013,"1,771","28,202","$57,810 ",26,376,0,0,67,847,93,"1,223","4,315","4,993","10,208",2,"2,080"
Ashfield - Belding Memorial Library,2013,"1,737","18,210","$35,365 ",0,0,0,0,1,30,1,30,"2,389","1,863",0,3,"1,300"
Clarksburg - Clarksburg Town Library,2013,"1,702","21,495","$58,336 ",3,325,1,50,210,"5,122",214,"5,497","1,144","3,038","16,382",5,"2,860"
Phillipston - Phillips Free Public Library,2013,"1,682","5,262","$24,873 ",1,12,0,0,33,"1,820",34,"1,832",77,2,"2,680",1,468
Colrain - Griswold Memorial Library,2013,"1,671","16,361","$46,737 ",10,70,0,0,47,479,57,549,"3,310","1,876","6,484",4,780
Otis - Otis Free Public Library,2013,"1,612","11,883","$57,913 ",2,22,6,14,22,264,30,300,"2,330","2,047","11,145",5,
Westhampton - Westhampton Memorial Library,2013,"1,607","20,111","$81,733 ",211,"2,541",4,7,131,"1,956",346,"4,504","2,890","3,733",,9,
Charlemont - Tyler Memorial Library,2013,"1,603","1,422","$16,226 ",7,80,,,12,120,19,200,20,,840,1,260
Granville - Granville Public Library,2013,"1,566","7,252","$34,534 ",9,90,0,0,8,100,17,190,733,967,"4,213",3,312
New Marlborough - New Marlborough Town Library,2013,"1,509","18,867","$85,538 ",61,"1,014",0,0,72,"1,298",133,"2,312","3,613","5,047","12,270",3,"2,964"
Gill - Slate Memorial Library,2013,"1,500","4,779","$23,808 ",9,104,,,44,601,53,705,212,,"2,193",2,520
Whately - S. White Dickinson Memorial Library,2013,"1,496","7,600","$45,927 ",37,957,3,18,15,168,55,"1,143",512,"1,396",,2,"1,456"
Richmond - Richmond Free Public Library,2013,"1,475","15,232","$49,474 ",20,265,0,0,17,300,37,565,"2,807","3,748","8,242",2,156
Chester - Hamilton Memorial Library,2013,"1,337","7,084","$29,407 ",2,41,,,5,48,7,89,629,,,0,0
Pelham - Pelham Library,2013,"1,321","40,330","$43,484 ",74,"1,147",16,192,285,"4,989",375,"6,328",612,396,"17,620",8,"3,120"
West Stockbridge - West Stockbridge Public Library,2013,"1,306","7,826","$29,244 ",10,127,0,0,8,75,18,202,"1,809","1,262","4,850",4,"2,080"
Royalston - Phinehas S. Newton Library,2013,"1,258","16,173","$50,217 ",15,291,14,388,112,"1,224",141,"1,903","1,489",494,"9,788",3,"1,404"
Petersham - Petersham Memorial Library,2013,"1,234","9,435","$8,628 ",17,279,2,45,60,953,79,"1,277","2,218","1,253","6,463",4,520
Blandford - Porter Memorial Library,2013,"1,233","10,092","$42,339 ",55,154,0,0,23,110,78,264,712,20,"2,911",3,728
Egremont - Egremont Free Library,2013,"1,225","2,711","$28,088 ",1,80,,0,12,156,13,236,112,0,"1,697",3,364
Chesterfield - Chesterfield Public Library,2013,"1,222","10,594","$23,447 ",0,0,0,0,52,696,52,696,801,899,0,3,520
Worthington - Worthington Library,2013,"1,156","3,545","$14,201 ",33,205,0,0,12,436,45,641,640,2,"3,328",4,364
Goshen - Goshen Free Public Library,2013,"1,054","1,351","$3,196 ",4,68,,,5,80,9,148,48,,764,2,260
New Braintree - New Braintree Public Library,2013,999,"3,802","$15,743 ",1,350,,,3,100,4,450,4,,"3,502",2,260
New Salem - New Salem Public Library,2013,990,"14,593","$48,369 ",31,242,8,37,77,602,116,881,"2,115","2,171","6,643",6,"2,912"
Monterey - Monterey Public Library,2013,961,"15,200","$58,445 ",64,953,0,0,52,493,116,"1,446","3,150","3,867","8,827",4,"3,120"
Sandisfield - Sandisfield Public Library,2013,915,976,"$12,426 ",1,35,0,0,0,0,1,35,646,0,"1,756",2,572
Windsor - Windsor Free Public Library,2013,899,"2,911","$1,910 ",0,0,0,0,0,0,0,0,425,1,"1,530",1,104
Cummington - Bryant Free Library,2013,872,"1,699","$7,040 ",5,25,0,0,1,12,6,37,33,0,"1,138",1,156
Chilmark - Chilmark Free Public Library,2013,866,"65,091","$275,728 ",54,"1,612",2,16,243,"4,226",299,"5,854","1,362","4,677","49,826",8,"1,872"
Wendell - Wendell Free Library,2013,848,"20,873","$35,110 ",106,"1,192",22,118,57,"1,080",185,"2,390","2,489","3,552","11,212",7,"1,300"
Peru - Peru Library,2013,847,"2,021","$8,000 ",2,27,0,0,2,18,4,45,55,0,"1,180",3,260
Montgomery - Grace Hall Memorial Library,2013,838,"4,719","$20,418 ",3,126,0,0,12,187,15,313,215,226,"4,108",1,364
Warwick - Warwick Free Public Library,2013,780,"6,563","$26,740 ",1,18,0,0,2,95,3,113,665,409,"4,255",6,"4,160"
Florida - Florida Free Public Library,2013,752,"4,228","$26,500 ",2,15,2,0,76,"1,080",80,"1,095",25,0,"3,053",2,104
Hancock - Taylor Memorial Library,2013,717,,,,,,,,,,,,,,,
Leyden - Robertson Memorial Library,2013,711,"3,989","$21,311 ",1,100,0,0,9,454,10,554,603,0,"2,012",1,52
Heath - Heath Free Public Library,2013,706,"18,196","$37,878 ",,,,,17,154,17,154,"3,589","2,875","5,575",3,"1,248"
Savoy - Savoy Hollow Library,2013,692,,,0,0,0,0,0,0,0,0,,,,0,0
Plainfield - Shaw Memorial Library,2013,648,"6,545","$14,701 ",9,211,,,2,9,11,220,577,,,2,832
Middlefield - Middlefield Public Library,2013,521,"1,544","$6,860 ",24,144,0,0,30,267,54,411,112,0,"1,592",2,260
Alford - Alford Free Public Library,2013,494,,,,,,,1,30,1,30,,,61,,
Tolland - Tolland Public Library,2013,485,"2,263","$17,544 ",1,13,0,0,0,0,1,13,121,,"1,927",2,312
Rowe - Rowe Town Library,2013,393,"5,289","$63,681 ",6,27,0,0,4,63,10,90,498,"2,026","3,074",5,572
Tyringham - Tyringham Free Public Library,2013,327,"1,425",,,,,,,,,,,,"1,391",2,364
Aquinnah - Aquinnah Public Library,2013,311,"11,992","$114,890 ",25,536,0,0,59,544,84,"1,080",194,32,"4,628",3,832
Mount Washington - Mount Washington Public Library,2013,167,725,"$1,331 ",3,32,0,0,0,0,3,32,0,0,,0,0
Monroe - Monroe Public Library,2013,121,,,,,,,,,,,,,,,
Gosnold - Cuttyhunk Public Library,2013,75,"1,574","$10,530 ",0,0,0,0,0,0,0,0,0,0,"1,489",0,0
Boston - Boston Public Library,2014,"636,479","3,713,436","$32,872,934 ","4,880","64,539",896,"6,479","4,463","115,271","10,239","186,289","6,388","10,352","3,719,485",796,"766,688"
Worcester - Worcester Public Library,2014,"182,669","999,570","$4,792,890 ",603,"3,657",236,"2,577",638,"12,871","1,477","19,105","69,835","65,817","752,586",163,
Springfield - Springfield City Library,2014,"153,552","561,966","$5,815,675 ",752,"12,875",342,"4,260","2,264","38,170","3,358","55,305","47,066","92,039","712,817",154,"112,476"
Lowell - Samuel S. Pollard Memorial Library,2014,"108,522","195,774","$1,176,970 ",103,"1,694",109,"1,403",204,"6,900",416,"9,997","33,535","30,165",,53,"55,900"
Cambridge - Cambridge Public Library,2014,"106,471","1,685,684","$9,196,395 ","1,269","25,351",63,693,"1,641","60,963","2,973","87,007","216,359","122,585","874,616",111,"203,840"
New Bedford - New Bedford Free Public Library,2014,"94,929","293,492","$2,241,403 ",330,"1,634",73,462,431,"6,739",834,"8,835","60,891","38,845","283,514",61,"69,368"
Brockton - Brockton Public Library System,2014,"94,094","228,421","$2,119,758 ",173,"2,656",24,247,190,"4,448",387,"7,351","25,552","34,122","166,284",58,"34,892"
Quincy - Thomas Crane Public Library,2014,"93,027","775,679","$2,822,865 ",561,"9,676",28,220,429,"14,245","1,028","24,141","82,526","64,815","676,652",88,"186,264"
Lynn - Lynn Public Library,2014,"91,253","151,410","$989,879 ",109,693,109,"1,053",268,"9,208",486,"10,954","18,136","11,987","318,634",23,"56,576"
Fall River - Fall River Public Library,2014,"88,945","206,114","$1,127,922 ",64,896,25,394,311,"7,130",400,"8,420",617,42,"209,039",31,"33,228"
Newton - Newton Free Library,2014,"86,307","1,657,764","$5,375,524 ",442,"13,343",92,"1,974","1,170","27,862","1,704","43,179","159,276","156,245","691,611",43,"43,264"
Lawrence - Lawrence Public Library,2014,"77,326","123,305","$1,014,599 ",136,"1,500",0,0,349,"10,320",485,"11,820","45,149","4,035",,37,"62,400"
Somerville - Somerville Public Library,2014,"77,104","365,778","$1,947,090 ",394,"5,521",45,890,297,"10,179",736,"16,590","67,243","45,790","330,322",46,"68,848"
Framingham - Framingham Public Library,2014,"70,068","652,394","$2,801,499 ",286,"8,871",55,"1,702",613,"18,114",954,"28,687","56,341","65,905","513,793",48,"65,000"
Waltham - Waltham Public Library,2014,"61,918","425,594","$2,395,241 ",165,"1,514",13,217,175,"5,007",353,"6,738","47,519","64,415","292,834",37,"90,272"
Haverhill - Haverhill Public Library,2014,"61,797","362,456","$1,178,685 ",74,"1,051",84,708,362,"5,258",520,"7,017","41,735","46,049","331,416",42,"64,948"
Malden - Malden Public Library,2014,"60,374","298,585","$1,333,849 ",163,"3,702",19,250,241,"14,237",423,"18,189","35,782","30,782","330,786",20,"52,416"
Brookline - Brookline Public Library,2014,"59,115","1,251,190","$3,721,159 ",331,"6,756",21,280,557,"24,754",909,"31,790","169,502","142,683","678,468",76,"162,760"
Plymouth - Plymouth Public Library,2014,"57,463","363,664","$1,560,814 ",223,"4,438",33,349,364,"8,972",620,"13,759","53,222","36,522","199,577",21,"34,840"
Medford - Medford Public Library,2014,"57,033","215,593","$1,069,812 ",104,"2,110",8,69,238,"2,850",350,"5,029","38,420","32,838",0,10,"335,400"
Taunton - Taunton Public Library,2014,"56,055","172,099","$1,199,037 ",14,560,2,17,154,"6,282",170,"6,859","37,067","35,391",,22,"71,136"
Chicopee - Chicopee Public Library,2014,"55,490","430,007","$1,546,725 ",485,"12,731",93,"1,004",272,"16,590",850,"30,325","37,464","34,187","250,699",72,"66,456"
Weymouth - Tufts Library,2014,"54,906","321,950","$1,270,829 ",35,858,75,714,239,"6,045",349,"7,617","52,410","36,090",,11,"9,724"
Revere - Revere Public Library,2014,"53,179","35,621","$544,546 ",1,5,0,0,139,"2,821",140,"2,826","6,134","2,231",,32,"15,600"
Peabody - Peabody Institute Library,2014,"51,867","241,314","$1,703,955 ",604,"4,309",296,"6,009",401,"8,821","1,301","19,139","25,649","22,326","287,382",48,"41,236"
Methuen - Nevins Memorial Library,2014,"48,009","231,250","$1,091,089 ",256,"5,373",58,937,375,"10,337",689,"16,647","40,130","31,319","149,351",24,"35,932"
Barnstable - Sturgis Library,2014,"44,824","74,832","$221,585 ",91,"1,942",45,421,81,"2,208",217,"4,571","13,773","16,176","65,993",11,"18,460"
Barnstable - Whelden Memorial Library,2014,"44,824","29,933","$99,951 ",4,28,0,0,74,227,78,255,"8,927","8,927","21,500",3,"3,380"
Barnstable - Hyannis Public Library Association,2014,"44,824","102,278","$445,827 ",65,949,5,82,285,"4,313",355,"5,344","16,493","15,903","83,436",18,"9,620"
Barnstable - Marstons Mills Public Library,2014,"44,824","79,266","$177,259 ",286,"2,932",34,239,94,"1,743",414,"4,914","15,026","10,002",,8,"3,744"
Barnstable - Centerville Public Library,2014,"44,824","105,027","$298,850 ",384,"6,779",13,122,154,"1,963",551,"8,864","22,192","10,704","115,000",16,"20,800"
Barnstable - Osterville Free Library,2014,"44,824","87,173","$232,772 ",289,"6,984",17,244,275,"7,123",581,"14,351","14,867","16,374","93,194",21,"25,740"
Barnstable - Cotuit Library,2014,"44,824","48,629","$154,734 ",374,"5,308",3,30,166,"3,033",543,"8,371","11,739","12,357","43,342",9,"10,556"
Pittsfield - Berkshire Athenaeum,2014,"44,168","233,864","$898,216 ",40,"1,109",0,0,141,"3,517",181,"4,626","34,244","18,568","270,283",30,"39,000"
Attleboro - Attleboro Public Library,2014,"43,837","251,042","$1,033,595 ",171,"1,493",81,190,273,"5,000",525,"6,683","50,681","25,648","196,945",14,"15,288"
Arlington - Robbins Library,2014,"43,711","697,679","$2,135,679 ",131,"1,698",75,710,369,"23,852",575,"26,260","83,098","59,445","313,203",41,"47,788"
Everett - Everett Public Libraries,2014,"42,567","116,710","$886,677 ",6,263,65,706,151,"2,792",222,"3,761","12,869","17,684",,19,"36,296"
Salem - Salem Public Library,2014,"42,219","430,466","$1,207,830 ",36,394,29,167,396,"9,612",461,"10,173","31,372","33,113","212,467",16,"34,060"
Billerica - Billerica Public Library,2014,"41,454","277,398","$1,395,147 ",334,723,29,"2,055",330,"12,573",693,"15,351","29,348","38,994","153,847",27,"23,244"
Westfield - Westfield Athenaeum,2014,"41,399","287,850","$839,616 ",39,"1,672",53,386,304,"6,616",396,"8,674","28,277","22,546","181,201",27,"27,404"
Leominster - Leominster Public Library,2014,"40,989","301,573","$1,290,568 ",173,"4,119",32,"1,051",259,"11,638",464,"16,808","31,553","41,943","262,393",19,"41,704"
Fitchburg - Fitchburg Public Library,2014,"40,411","129,174","$727,880 ",163,988,88,466,183,"2,735",434,"4,189","16,270","22,091","235,248",16,"18,252"
Beverly - Beverly Public Library,2014,"40,286","405,124","$1,823,335 ",69,"2,236",42,784,467,"12,628",578,"15,648","35,631","34,525","242,117",21,"49,712"
Holyoke - Holyoke Public Library,2014,"40,135","70,978","$546,105 ",9,272,3,13,484,"6,820",496,"7,105","7,328","11,811","69,696",46,"31,928"
Marlborough - Marlborough Public Library,2014,"39,204","241,912","$898,749 ",89,"2,010",106,828,290,"4,136",485,"6,974","30,291","19,059",,21,"36,140"
Amherst - Jones Library,2014,"39,016","511,759","$1,741,512 ",304,"4,600",45,589,213,"6,221",562,"11,410",173,3,"318,868",62,"52,000"
Woburn - Woburn Public Library,2014,"38,949","187,617","$1,083,461 ",22,"1,202",5,14,117,"6,025",144,"7,241","27,100","28,536","130,359",8,"14,560"
Chelsea - Chelsea Public Library,2014,"36,828","63,588","$297,962 ",5,150,2,50,35,"2,800",42,"3,000","9,032","2,566",,16,"21,840"
Braintree - Thayer Public Library,2014,"36,249","384,109","$1,389,673 ",236,"4,739",87,845,167,"4,111",490,"9,695","80,159","64,880","338,129",25,"30,264"
Shrewsbury - Shrewsbury Free Public Library,2014,"36,077","442,684","$1,104,535 ",274,"4,483",74,"1,227",249,"7,040",597,"12,750","40,845","35,497","266,158",20,"16,744"
Chelmsford - Chelmsford Public Library,2014,"34,545","500,045","$1,719,599 ",449,"5,682",101,846,438,"13,690",988,"20,218","93,618","45,445","245,845",48,"68,224"
Dartmouth - Dartmouth Public Libraries,2014,"34,448","291,909","$1,040,822 ",60,892,14,89,159,"5,376",233,"6,357","39,970","61,057","198,713",20,"24,440"
Andover - Memorial Hall Library,2014,"34,142","582,163","$2,526,108 ",219,"6,368",165,"1,008",544,"15,194",928,"22,570","73,356","88,359","372,801",45,"53,820"
Natick - Morse Institute Library,2014,"33,760","547,217","$2,084,509 ",361,"3,943",27,571,254,"6,977",642,"11,491","60,524","76,713","302,875",24,"17,732"
Natick - Bacon Free Library,2014,"33,760","31,132","$142,581 ",19,469,0,0,246,,265,469,"6,997","8,690",,1,"1,144"
Randolph - Turner Free Library,2014,"33,226","216,236","$845,410 ",140,"3,703",159,"1,811",187,"4,154",486,"9,668","74,132","69,923","223,436",19,"26,884"
Watertown - Watertown Free Public Library,2014,"32,863","632,736","$2,385,284 ",183,"3,240",216,"3,573",442,"15,952",841,"22,765","67,782","59,630","376,748",80,"82,212"
Franklin - Franklin Public Library,2014,"32,374","312,837","$637,949 ",23,297,19,145,282,"9,489",324,"9,931","43,648","38,694","287,198",10,"33,384"
Lexington - Cary Memorial Library,2014,"32,272","814,336","$2,150,789 ",63,"2,542",39,307,439,"14,007",541,"16,856","95,801","58,045","552,286",14,"36,036"
Falmouth - Woods Hole Public Library,2014,"31,514","25,598","$19,313 ",85,"2,500",4,15,110,"2,230",199,"4,745","5,285","8,273",,2,"2,340"
Falmouth - Falmouth Public Library,2014,"31,514","426,660","$1,723,204 ",288,"7,201",25,375,354,"8,084",667,"15,660","61,170","36,722","358,576",52,"46,696"
"Falmouth - West Falmouth Library, Inc.",2014,"31,514","28,381","$12,000 ",180,"2,961",1,16,206,"4,480",387,"7,457","5,948","7,063","12,997",4,"1,560"
Dracut - Moses Greeley Parker Memorial Library,2014,"30,220","237,756","$759,600 ",99,"1,055",40,276,148,"4,792",287,"6,123","24,928","28,438","140,242",18,"14,716"
Tewksbury - Tewksbury Public Library,2014,"29,669","239,661","$949,412 ",337,"6,577",2,25,368,"12,109",707,"18,711","28,058","26,724","161,329",24,"18,980"
Needham - Needham Free Public Library,2014,"29,366","525,088","$1,419,551 ",32,"3,923",76,"1,151",337,"13,029",445,"18,103","62,979","67,779","349,478",29,"39,000"
Gloucester - Gloucester Lyceum & Sawyer Free Library,2014,"29,191","138,860","$837,786 ",123,"1,724",15,992,292,"9,719",430,"12,435","17,546","17,454","135,078",18,"22,776"
North Attleborough - Richards Memorial Library,2014,"28,806","130,102","$565,661 ",71,642,0,0,105,"2,216",176,"2,858","36,740","16,354","108,837",6,"13,052"
Norwood - Morrill Memorial Library,2014,"28,780","293,074","$1,530,870 ",162,"3,752",60,306,194,"4,104",416,"8,162","36,942","37,903","164,886",15,"25,012"
Wellesley - Wellesley Free Library,2014,"28,748","756,795","$2,073,798 ",608,"7,040",31,333,562,"22,003","1,201","29,376","64,264","127,436","403,890",84,"146,900"
Agawam - Agawam Public Library,2014,"28,608","287,124","$1,035,108 ",115,"1,360",29,401,176,"4,811",320,"6,572","23,573","30,772","176,025",30,"25,844"
Northampton - Forbes Library,2014,"28,592","349,831","$1,129,624 ",599,"7,456",47,434,843,"13,151","1,489","21,041","37,719","29,329","208,140",27,"39,728"
Northampton - Lilly Library,2014,"28,592","135,476","$277,578 ",14,170,53,287,162,"2,008",229,"2,465","25,461","7,395","75,931",10,"8,580"
West Springfield - West Springfield Public Library,2014,"28,574","184,237","$861,820 ",46,309,33,664,259,"7,872",338,"8,845","18,342","24,666","144,522",17,"16,640"
North Andover - Stevens Memorial Library,2014,"28,422","206,941","$863,687 ",127,"1,932",30,311,425,"4,388",582,"6,631","38,104","22,455","176,385",30,"66,612"
Milford - Milford Town Library,2014,"28,184","197,591","$1,093,933 ",103,"1,411",22,426,132,"4,289",257,"6,126","19,589","31,208","163,132",18,"44,980"
Stoughton - Stoughton Public Library,2014,"27,849","150,514","$985,689 ",263,"3,325",169,"2,280",284,"8,036",716,"13,641","20,462","26,612","182,608",10,"16,848"
Melrose - Melrose Public Library,2014,"27,435","295,482","$925,853 ",65,"1,030",21,188,190,"9,038",276,"10,256","35,237","16,614","239,940",27,"37,440"
Saugus - Saugus Public Library,2014,"27,338","112,571","$510,288 ",22,331,9,87,526,"9,691",557,"10,109","11,656","16,595","91,578",15,"16,016"
Milton - Milton Public Library,2014,"27,158","312,800","$1,218,051 ",91,"2,949",62,927,428,"9,661",581,"13,537","21,345","32,197","237,214",30,"47,424"
Danvers - Peabody Institute Library,2014,"27,020","205,660","$1,253,870 ",216,"1,683",22,502,130,"9,011",368,"11,196","24,696","26,077",,23,"30,524"
Bridgewater - Bridgewater Public Library,2014,"26,902","116,418","$531,155 ",34,789,,,237,"4,290",271,"5,079","25,319","22,305","73,485",10,"8,736"
Wakefield - Lucius Beebe Memorial Library,2014,"25,613","285,041","$1,333,493 ",197,"2,566",40,"1,775",359,"10,593",596,"14,934","24,406","20,945","278,405",26,"58,032"
Marshfield - Ventress Memorial Library,2014,"25,436","186,108","$664,915 ",335,"2,819",0,0,219,"4,577",554,"7,396","31,893","25,571",,15,"15,496"
Belmont - Belmont Public Library,2014,"25,204","558,994","$2,024,559 ",54,"1,293",75,"2,599",315,"11,914",444,"15,806","68,224","50,301","330,793",17,"24,388"
